"","Gender","Genotype","plant.position","shootEst.no18","shootEst.all","galls.found","aSG_aSG.larv","aSG_Tory","rG_Eulo","rG_Lestodip","rG_Mesopol","rG_Platy","rG_rG.larv","rG_Tory","rsLG_Eury","rsLG_Lathro","rsLG_Pont.surv","SG_Platy","SG_SG.larv","vLG_Eulo","vLG_Mesopol","vLG_Mymarid","vLG_Platy","vLG_Tory","vLG_vLG.pupa","aSG_abund","rG_abund","vLG_abund","SG_abund","rsLG_abund","Platy_abund","Tory_abund","Mesopol_abund","Eulo_abund","Lestodip_abund","Eury_abund","Lathro_abund","Mymarid_abund","gall_total_abund","link_abund","link_richness","gall_total_rich","ptoid_total_rich","network_richness","vLG_parasitized","rG_parasitized","rsLG_parasitized","SG_parasitized","aSG_parasitized","vLG_ecto","rG_ecto","vLG_egg","vLG.2011","rsLG.2011","SG","PG","Total_Area","Height","Density","D_mean_smoothed","Trichome.No.","Soluble.condensed.tannins","Insoluble.condensed.tannins","diglucoside.of.SaOH__A220nm","salicin__A220nm","gentisic.acid__A220nm","neochlorogenic.acid__A320nm","p.OH.cinnamic.acid.der1__A320nm","p.OH.cinnamic.acid.der2__A320nm","chlorogenic.acid__A320nm","ampelopsin__A320nm","p.OH.cinnamic.acid__A320nm","salicortin__A270nm","cinnamic.acid.der1__A270nm","ampelopsin.der__A320nm","luteolin.glucoside.5.glu.__A320nm","myricitrin__A320nm","luteolin.glucoside.7.gluc.__A320nm","cinnamic.acid.der2__A270nm","eriodictyol.7.glucoside__A270nm","luteolin.glycoside.der1__A320nm","methylluteolin.glycoside.__A320nm","luteolin.glycoside.der2__A320nm","quercetin.der1__A320nm","luteolin.der1__A320nm","quercetin.der2__A320nm","luteolin.der2__A320nm","cinnamic.acid.der3__A270nm","tremulacin__A220nm","cinnamoyl.salicortin__A270nm","disalicortin__A270nm","HCH.tremulacin.__A220nm","Nitrogen","Carbon","C_N_ratio","water_content","specific_leaf_area","C_imputed","N_imputed","C_N_imputed","sal_tannin.PC1","cinn.PC1","cinn.PC2","flavonOLES.PC1","flavonOLES.PC2","flavanonOLES.PC1","aSG.height.mean","rG.height.mean","rsLG.height.mean","SG.height.mean","vLG.height.mean","aSG.gall.count","rG.gall.count","rsLG.gall.count","SG.gall.count","vLG.gall.count"
"127","m","W","404",77.2112420400641,60.665926410435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2.05151052381216,2.79361001846351,0.4045,1.8253,0,335.649,50.899,0.278,2.261,0.136,8.457,1.858,5.112,25.999,0,0.731,78.573,33.831,0,1.491,0.957,2.535,1.561,0,0.677,5.731,0.807,0,0.758,1.874,0.18,0.794,30.661,0,0,1.564,NA,NA,NA,1.75879396984925,9.41876046901173,49.489682768,0.9449272872,52.768762561283,0.496518678181307,3.57143133091355,-0.387600304058607,1.64379013926397,-0.984456353975328,-1.60184226987832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","m","W","541",209.880024788393,206.79034976002,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,1,2,0,1,0,0,0,0,0,0,1,7,0,0,2.07195855613746,2.73741671349442,0.4111,1.7937,4.54545454545454,248.749,49.734,0.251,2.851,0.123,8.329,1.667,3.23,18.971,0,0.557,128.483,53.383,0,1.983,1.114,3.298,3.006,0,0.651,6.326,0.88,0,0.998,2.307,0.197,1.992,54.138,0,0,6.015,0.945927799,48.99619293,51.7969690517574,2.08995815899582,10.3167364016736,49.489682768,0.9449272872,52.768762561283,-0.571279369600398,4.35940188588774,-0.0442390088296614,1.09718653186345,-1.31290125761299,-1.60184226987832,NA,5.14333333333333,NA,NA,NA,NA,4,NA,NA,NA
"129","m","W","558",484.06839604386,576.249659671782,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,1,2,1,3,1,0,0,0,0,1,0,0,19,2,0,0,2.78846692011436,2.79131641417906,0.4284,1.8361,0,320.675,62.549,0.248,1.9,0.109,9.249,2.034,4.061,24.654,0,0.652,68.795,37.289,0,1.393,0.955,2.798,1.502,0,0.585,5.636,0.739,0,0.867,1.908,0.181,0.982,36.638,0,0,2.687,NA,NA,NA,1.91457286432161,10.6103015075377,49.489682768,0.9449272872,52.768762561283,0.247800482948576,3.5199930312085,-0.0709327869046114,1.60116005697965,-1.08215358937495,-1.60184226987832,NA,NA,6.87,NA,12.85,NA,NA,1,NA,1
"130","m","W","590",257.857580375323,266.179953131953,1,0,0,0,0,0,2,16,0,0,0,1,0,0,0,0,0,3,0,0,0,18,3,0,1,5,0,0,0,0,0,0,0,22,5,2,3,1,4,3,2,0,0,0,0,0,3,10,1,0,0,1.57680658634214,2.44383536508446,0.4316,1.8131,0,293.005,51.44,1.121,9.847,0,7.399,1.584,3.265,19.632,0,0.456,77.184,25.159,0,1.565,0.841,2.766,2.962,0,0.286,6.053,0.762,0,0.931,2.033,0.227,1.036,23.71,0,0,1.9,0.999313235,49.4318161,49.4657874715329,2.22849462365591,10.1559139784946,49.489682768,0.9449272872,52.768762561283,-1.93152375462982,3.44686759895495,0.515119393816919,1.51961199413978,-1.05553710211603,-1.60184226987832,NA,7.382,NA,NA,7.13,NA,5,1,NA,1
"131","m","Y","60",271.33257977973,283.337698920593,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,3,1,1,2,1,3,1,0,0,0,0,0,0,1,8,0,0,0,1.85813405551947,2.39911008153763,0.4775,1.7931,28.1818181818182,215.728,61.119,0.351,3.356,0.464,7.411,5.18,1.552,19.802,0,0.844,124.62,70.466,0.477,0.909,1.287,2.282,3.424,2.19,0.435,6.005,0.515,0.577,0.848,1.066,0.33,3.094,42.569,2.354,3.131,6.176,1.12046957,49.983284,44.6092293251659,1.98376623376623,11.6418831168831,49.428104402,1.0590504764,46.8915922931631,-2.38774539567441,5.22308683204979,-0.782652642343944,2.68844935301466,-1.59060328196675,-0.654994413663946,NA,7.825,NA,NA,6.65,NA,2,NA,NA,1
"132","m","Y","68",269.622973915683,281.149952313655,1,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,1,0,1,1,9,0,9,0,0,0,0,0,0,0,11,9,1,3,1,4,0,0,0,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,34.5454545454545,178.253,79.676,0.037,4.748,0.229,6.77,3.732,1.246,18.386,0,0.637,205.356,57.827,0.308,0.829,1.209,1.838,4.492,1.739,0,5.552,0.551,0.499,0.804,0.917,0.285,5.522,55.289,4.193,5.528,20.55,1.163689613,50.52134323,43.4147926264939,2.59826589595376,11.3791907514451,49.428104402,1.0590504764,46.8915922931631,-3.49777745640432,5.35076940024073,-0.319132354923387,3.65864082942571,-1.18377593944115,-0.78790486594346,NA,7.24,NA,3.86,9.3,NA,1,NA,1,1
"133","m","Y","90",297.856122980089,317.670238926113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,11,0,0,0,3,0,0,0,0,0,0,11,3,1,1,1,2,3,0,0,0,0,3,0,0,10,0,0,0,2.56969875127469,2.50576268076469,0.5211,1.842,48.1818181818182,257.055,58.375,0.335,2.441,0.278,8.717,6.012,1.82,23.276,0,1.096,114.978,73.647,0.765,0.812,1.057,1.853,3.62,2.11,0.355,5.41,0.549,0.424,0.784,0.798,0.356,2.339,29.207,0,1.866,4.345,NA,NA,NA,1.79008746355685,8.47930029154519,49.428104402,1.0590504764,46.8915922931631,-1.01390999397523,5.16138970365478,-0.556419391073982,2.69747626364312,-0.969993454169575,-0.575489778062682,NA,NA,NA,NA,7.55714285714286,NA,NA,NA,NA,7
"134","m","Y","199",347.853371676473,384.254368868127,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1.60928171254542,2.12502436954552,0.535,1.8016,20,254.022,61.266,0.286,2.529,0.381,7.321,5.014,1.754,20.31,0,0.954,168.381,93.3,0.834,0.727,0.828,1.602,3.896,2.153,0.175,5.11,0.364,0.376,0.697,0.716,0.283,3.123,54.615,1.952,1.726,10.946,NA,NA,NA,1.93072824156306,9.7259325044405,49.428104402,1.0590504764,46.8915922931631,-2.17004858232549,5.46544297127692,-0.811066750296953,3.02861366993234,-1.00261049070133,-0.550433299942427,NA,7.99,NA,NA,NA,NA,1,NA,NA,NA
"135","m","Y","388",301.518781572347,322.467323306603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.95696796529861,2.59291964357389,0.4936,1.8171,8.18181818181818,193.861,58.847,0.356,4.217,0.405,6.247,4.415,1.333,19.049,0,0.912,132.133,52.105,0.469,1.189,1.397,2.505,4.146,2.02,0.22,6.7,0.567,0.581,0.936,1.115,0.39,3.576,24.629,2.373,4.685,8.941,NA,NA,NA,2.35294117647059,11.884593837535,49.428104402,1.0590504764,46.8915922931631,-2.70765059981827,5.19179448292194,-0.924364497734331,2.43677686174104,-1.70991996919141,-0.681874218165899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","m","Y","475",484.06839604386,576.249659671782,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2.26117387352474,2.24773219876375,0.5808,1.8303,16.3636363636364,197.329,61.272,0.326,2.426,0.385,7.901,5.281,1.413,21.21,0,0.972,133.026,59.187,0.354,1.076,1.211,2.065,1.743,1.888,0.183,5.025,0.536,0.5,0.934,1.027,0.325,3.337,43.255,1.715,1.875,7.211,NA,NA,NA,2.35238095238095,10.2183333333333,49.428104402,1.0590504764,46.8915922931631,-2.09158578974512,4.64448232526301,-0.760422333480251,2.87952365486335,-0.977940251152684,-0.745513633455615,NA,8.85,NA,NA,8.42,1,2,NA,NA,1
"137","m","Z","55",209.880024788393,206.79034976002,1,0,0,0,0,0,0,9,4,0,0,0,0,0,1,1,0,1,0,2,0,13,5,0,0,1,4,1,1,0,0,0,0,18,7,4,2,4,6,3,4,0,0,0,2,4,1,6,0,0,0,1.57987747362537,2.16516244452345,0.3668,1.7769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.995640564,0.7646745206,64.1227205054078,NA,NA,NA,NA,NA,NA,NA,6.87833333333333,NA,NA,4.75333333333333,NA,12,NA,NA,3
"138","m","Z","71",264.537534484633,274.660830121325,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,14,0,0,0,3.39897903934663,2.78328879918348,0.42,1.8551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.995640564,0.7646745206,64.1227205054078,NA,NA,NA,NA,NA,NA,NA,7.03,NA,NA,6.07,NA,2,NA,NA,1
"139","m","Z","86",337.832370852061,370.72387277127,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,2,0,1,0,0,0,0,0,0,19,0,0,0,1.71460591300667,2.45186298008005,0.2869,1.8188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.995640564,0.7646745206,64.1227205054078,NA,NA,NA,NA,NA,NA,NA,7.34,NA,NA,NA,NA,2,NA,NA,NA
"140","m","Z","263",190.334275558251,183.428723287954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,6,0,0,2,0,1,0,0,0,0,0,6,3,2,1,2,3,3,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.909090909090909,311.042,59.639,0.322,3.765,0.229,0.271,0.172,0.858,9.083,0,0.347,153.993,0.548,0.249,1.307,0.465,2.409,0,1.38,0.68,6.559,0,0,1.827,0,0.65,0.431,58.956,0,2.394,17.798,0.73585701,48.8281517,66.35548895566,1.71492204899777,10.2044543429844,48.995640564,0.7646745206,64.1227205054078,-2.0133850477868,-0.812166287237983,-0.5964388828166,-2.03374066229837,-0.465094822375945,-0.874496680466065,NA,NA,NA,NA,6.5625,NA,NA,NA,NA,5
"141","m","Z","390",993.619041282888,1189.81004005016,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,4,0,0,1,1,1,0,0,0,0,0,5,3,3,2,3,5,3,0,0,0,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3.63636363636364,381.003,60.868,0.313,4.373,0.254,0.156,0.124,1.182,10.445,0,0.38,130.391,0.433,0.524,1.367,0.382,2.374,0,1.814,0.434,7.088,0,0,1.689,0,0.712,0,47.093,0,0,7.007,0.750710547,48.87292099,65.102217073287,1.67942583732057,9.93421052631579,48.995640564,0.7646745206,64.1227205054078,-0.753817831272605,-1.09221013555667,-0.825250903011435,-2.02198083116907,-0.604378862494872,-0.693127707177155,NA,9.76,NA,NA,7.44,NA,1,NA,NA,4
"142","m","Z","460",512.393417363073,617.870173539931,1,0,0,1,0,0,1,5,2,0,0,0,0,0,0,0,0,1,0,3,0,9,4,0,0,2,2,0,1,0,0,0,0,13,5,4,2,3,5,1,4,0,0,0,0,3,1,0,0,0,0,3.1322616287686,2.78902280989461,0.4325,1.8363,3.63636363636364,337.242,56.852,0.348,4.441,0.297,0.325,0.209,1.217,11.236,0,0.42,150.966,0.534,0.364,1.667,0.514,2.554,0.103,1.7,0.988,7.871,0,0,2.126,0,0.872,0.312,56.625,0,2.331,9.152,NA,NA,NA,2.23312883435583,10.6415132924335,48.995640564,0.7646745206,64.1227205054078,-1.73717307024647,-0.543281516472041,-1.03684628311192,-3.10036977580738,-0.515432913584465,-0.770170166995725,NA,6.83571428571429,NA,NA,10.615,NA,7,NA,NA,2
"143","m","Z","510",262.856795256746,272.522347312929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,8,0,0,0,1,1,1,0,0,0,0,8,3,3,1,3,4,3,0,0,0,0,3,0,0,5,0,0,0,2.81903901681065,2.79705042489019,0.3686,1.8301,6.36363636363636,398.751,50.53,0.3,3.511,0.211,0.154,0.152,0.782,9.582,0,0.486,85.004,0.437,0.702,1.535,0.467,2.791,0,3.527,0,7.134,0,0,1.828,0,0.661,0,29.246,0,0,3.675,0.773803473,49.59204865,64.088687089674,1.71929824561404,8.37543859649123,48.995640564,0.7646745206,64.1227205054078,0.25983013853654,-1.24346256134061,-0.753719221163683,-1.45423707947816,-0.81424992001798,-0.419275036186721,NA,NA,NA,NA,8.435,NA,NA,NA,NA,3
"144","m","Z","529",264.537534484633,274.660830121325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.17308930535121,2.61585568641842,0.4588,1.8611,8.18181818181818,414.745,58.227,0.27,2.91,0.266,0.171,0.17,1.241,12.229,0,0.545,78.963,0.558,0.618,1.273,0.398,2.2,0,1.905,0.701,6.038,0,0,1.695,0,0.697,0,30.502,0,0,3.145,0.802311182,49.11040115,61.2111637626409,2.16079295154185,9.97929515418502,48.995640564,0.7646745206,64.1227205054078,0.357325117126889,-0.944811936812929,-1.23188849700165,-1.92592114136519,-0.203168212293485,-0.64877108282721,NA,NA,NA,NA,13.82,NA,NA,NA,NA,1
"145","m","Z","536",504.561114337464,606.308061872618,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,3,0,4,5,0,0,0,0,2,0,0,0,0,0,9,2,1,2,1,3,2,0,0,0,0,2,0,0,11,0,0,0,3.19870852773974,2.4713586164979,0.4926,1.8607,0.909090909090909,337.173,49.681,0.323,4.087,0.255,0.35,0.274,1.383,9.899,0,0.389,132.353,0.478,0.287,1.435,0.582,2.362,0,1.429,0.841,7.119,0.104,0,1.834,0,0.762,0.315,61.706,0,1.657,14.316,NA,NA,NA,2.0972850678733,11.4251131221719,48.995640564,0.7646745206,64.1227205054078,-1.47925470901554,-0.617048757433629,-0.706745776402474,-2.14420836838378,-0.0932207319527578,-0.847923904885557,NA,8.2425,NA,NA,9.17,NA,4,NA,NA,4
